domain	intent	pattern	bio
Websearch	SearchTextOnEngine	bing wiadomości	o b-txt_query
Websearch	SearchTextOnEngine	bing dzielenie ułamków dziesiętnych	o b-txt_query i-txt_query i-txt_query
Websearch	SearchTextOnEngine	bing jan szyszko	o b-txt_query i-txt_query
Websearch	SearchTextOnEngine	duckduckgo pacjent gov pl	o b-txt_query i-txt_query i-txt_query
Websearch	SearchTextOnEngine	duckduckgo empik	o b-txt_query
Websearch	SearchTextOnEngine	duckduckgo tlumacz angielski polski	o b-txt_query i-txt_query i-txt_query
Websearch	SearchTextOnEngine	duckduckgo pudel toy	o b-txt_query i-txt_query
Websearch	SearchTextOnEngine	duckduckgo media markt	o b-txt_query i-txt_query
Websearch	SearchTextOnEngine	duckduckgo wordwall	o b-txt_query
Websearch	SearchTextOnEngine	duckduckgo lock and key	o b-txt_query i-txt_query i-txt_query
Websearch	SearchTextOnEngine	duckduckgo stan wyjątkowy w polsce	o b-txt_query i-txt_query i-txt_query i-txt_query
Websearch	SearchTextOnEngine	duckduckgo yutube	o b-txt_query
Websearch	SearchTextOnEngine	duckduckgo pko logowanie	o b-txt_query i-txt_query
Websearch	SearchTextOnEngine	google tatuaż	o b-txt_query
Websearch	SearchTextOnEngine	google bz	o b-txt_query
Websearch	SearchTextOnEngine	google mapa koronawirusa	o b-txt_query i-txt_query
Websearch	SearchTextOnEngine	google gazetka rossmann	o b-txt_query i-txt_query
Websearch	SearchTextOnEngine	google call of duty modern warfare	o b-txt_query i-txt_query i-txt_query i-txt_query i-txt_query
Websearch	SearchTextOnEngine	google promocja rossmann 2019	o b-txt_query i-txt_query i-txt_query
Websearch	SearchTextOnEngine	google santander logowanie	o b-txt_query i-txt_query
Websearch	SearchTextOnEngine	google dhl	o b-txt_query
Websearch	SearchTextOnEngine	google opowiadanie	o b-txt_query
Websearch	SearchImagesWithTextOnEngine	Obrazy wilk na bing	o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	Obrazy księgowa na bing	o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	Obrazy cyfry rzymskie na bing	o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	Obrazy wentylator na bing	o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	Obrazy choinka na bing	o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	Obrazy francisco goya na duckduckgo	o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	Obrazy szafka łazienkowa na duckduckgo	o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	Obrazy szkoła podstawowa nr 2 na duckduckgo	o b-img_query i-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	Obrazy dzuma na duckduckgo	o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	Obrazy rasy psow na duckduckgo	o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	Obrazy nakaz jazdy prosto na duckduckgo	o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	Obrazy nike air max w Google	o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	Obrazy tapety tumblr w Google	o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	Obrazy obrazy na płótnie w Google	o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	Obrazy cytaty o miłości smutne w Google	o b-img_query i-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	Obrazy dieta w Google	o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy pasujące do fryzura na wesele włosy do ramion od bing	o o o b-img_query i-img_query i-img_query i-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy pasujące do rick and morty wallpaper od bing	o o o b-img_query i-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy pasujące do nike air max 270 od bing	o o o b-img_query i-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy pasujące do pepco gazetka od bing	o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy pasujące do papuga rysunek od bing	o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy pasujące do telewizor z duckduckgo	o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy pasujące do cat z duckduckgo	o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy pasujące do sałatka na imprezę z duckduckgo	o o o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy pasujące do tapety na komputer z duckduckgo	o o o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy pasujące do poczta z duckduckgo	o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy pasujące do kia z duckduckgo	o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy pasujące do zdrowe żywienie z Google	o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy pasujące do gif z Google	o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy pasujące do ford z Google	o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy pasujące do speed test z Google	o o o b-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy pasujące do nails z Google	o o o b-img_query o o
Websearch	SearchImagesWithTextOnEngine	obrazy pasujące do pasowanie na przedszkolaka z Google	o o o b-img_query i-img_query i-img_query o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeight	obrazy z binga pasujące do włosy o rozmiarze 800 x 600	o o o o o b-img_query o o o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeight	obrazy z Google pasujące do grzybica pachwin o rozmiarze 800 x 600	o o o o o b-img_query i-img_query o o o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	obrazy z binga pasujące do adidas superstar szersze niż 800 x 600	o o o o o b-img_query i-img_query o o o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	obrazy z binga pasujące do projekt łazienki większe niż 800	o o o o o b-img_query i-img_query o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	obrazy z binga pasujące do klara lewandowska deutsch większe niż 800 x 600	o o o o o b-img_query i-img_query i-img_query o o o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	obrazy z binga pasujące do yamaha wyższe niż 800	o o o o o b-img_query o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	obrazy z binga pasujące do allegro wyższe niż 800 x 600	o o o o o b-img_query o o o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	obrazy z binga pasujące do bali wakacje mniejsze niż 800	o o o o o b-img_query i-img_query o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	obrazy z binga pasujące do ubezpieczenia mniejsze niż 800 x 600	o o o o o b-img_query o o o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	obrazy z Google pasujące do kolorowanki dla dorosłych do druku szersze niż 800	o o o o o b-img_query i-img_query i-img_query i-img_query i-img_query o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	obrazy z Google pasujące do kot grafika szersze niż 800 x 600	o o o o o b-img_query i-img_query o o o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	obrazy z Google pasujące do znicz większe niż 800	o o o o o b-img_query o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	obrazy z Google pasujące do dziewczyna większe niż 800 x 600	o o o o o b-img_query o o o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	obrazy z Google pasujące do tapeta na telefon wyższe niż 800	o o o o o b-img_query i-img_query i-img_query o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	obrazy z Google pasujące do wyspa kuchenna wyższe niż 800 x 600	o o o o o b-img_query i-img_query o o o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	obrazy z Google pasujące do kolorowanki dla dzieci mniejsze niż 800	o o o o o b-img_query i-img_query i-img_query o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	obrazy z Google pasujące do dawid kwiatkowski mniejsze niż 800 x 600	o o o o o b-img_query i-img_query o o o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	obrazy z duckduckgo pasujące do kreta szersze niż 800	o o o o o b-img_query o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	obrazy z duckduckgo pasujące do mikołaj praca plastyczna szersze niż 800 x 600	o o o o o b-img_query i-img_query i-img_query o o o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	obrazy z duckduckgo pasujące do zooplus większe niż 800	o o o o o b-img_query o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	obrazy z duckduckgo pasujące do tło większe niż 800 x 600	o o o o o b-img_query o o o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	obrazy z duckduckgo pasujące do pandemia wyższe niż 800	o o o o o b-img_query o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	obrazy z duckduckgo pasujące do krogulec powyżej 800 x 600	o o o o o b-img_query o o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	obrazy z duckduckgo pasujące do mercedes g klasa mniejsze niż 800	o o o o o b-img_query i-img_query i-img_query o o o
Websearch	SearchImagesWithTextOnEngineWithWidthAndWithHeightAndWithCondition	obrazy z duckduckgo pasujące do monstera mniejsze niż 800 x 600	o o o o o b-img_query o o o o o
Wikipedia	SearchQuery	statue of zeus at olympia na wiki	b-query i-query i-query i-query i-query o o
Wikipedia	SearchQuery	rms titanic na wiki	b-query i-query o o
Wikipedia	SearchQuery	led zeppelin iv na wiki	b-query i-query i-query o o
Wikipedia	SearchQuery	gillette stadium na wiki	b-query i-query o o
Wikipedia	SearchQuery	mariah carey na wiki	b-query i-query o o
Wikipedia	SearchQuery	los angeles international airport na wiki	b-query i-query i-query i-query o o
Wikipedia	SearchQuery	berlin wall na wiki	b-query i-query o o
Wikipedia	SearchQuery	mark wahlberg na wiki	b-query i-query o o
Wikipedia	SearchQuery	coronavirus na wiki	b-query o o
Wikipedia	SearchQuery	emma watson w wikipedii	b-query i-query o o
Wikipedia	SearchQuery	chichen itza w wikipedii	b-query i-query o o
Wikipedia	SearchQuery	gateway of india w wikipedii	b-query i-query i-query o o
Wikipedia	SearchQuery	queen w wikipedii	b-query o o
Wikipedia	SearchQuery	big ben w wikipedii	b-query i-query o o
Wikipedia	SearchQuery	toronto w wikipedii	b-query o o
Wikipedia	SearchQuery	kanye west w wikipedii	b-query i-query o o
Wikipedia	SearchQuery	prince george of cambridge w wikipedii	b-query i-query i-query i-query o o
Wikipedia	SearchQuery	nina hartley w wikipedii	b-query i-query o o
Wikipedia	SearchQuery	hong kong pasujące do wiki	b-query i-query o o o
Wikipedia	SearchQuery	to kill a mockingbird pasujące do wiki	b-query i-query i-query i-query o o o
Wikipedia	SearchQuery	stonehenge pasujące do wiki	b-query o o o
Wikipedia	SearchQuery	mahabharata pasujące do wiki	b-query o o o
Wikipedia	SearchQuery	donald trump pasujące do wiki	b-query i-query o o o
Wikipedia	SearchQuery	eminem pasujące do wiki	b-query o o o
Wikipedia	SearchQuery	capital city of germany pasujące do wiki	b-query i-query i-query i-query o o o
Wikipedia	SearchQuery	shanghai tower pasujące do wiki	b-query i-query o o o
Wikipedia	SearchQuery	empire state building pasujące do wiki	b-query i-query i-query o o o
Wikipedia	SearchQuery	nebraska pasujące do wiki	b-query o o o
Wikipedia	SearchQuery	mike tyson dopasowanie w wikipedii	b-query i-query o o o
Wikipedia	SearchQuery	sgt. pepper's lonely hearts club band dopasowanie w wikipedii	b-query i-query i-query i-query i-query i-query o o o
Wikipedia	SearchQuery	moai dopasowanie w wikipedii	b-query o o o
Wikipedia	SearchQuery	john cena dopasowanie w wikipedii	b-query i-query o o o
Wikipedia	SearchQuery	gautama buddha dopasowanie w wikipedii	b-query i-query o o o
Wikipedia	SearchQuery	tom cruise dopasowanie w wikipedii	b-query i-query o o o
Wikipedia	SearchQuery	the marshall mathers lp dopasowanie w wikipedii	b-query i-query i-query i-query o o o
Wikipedia	SearchQuery	disneyland paris dopasowanie w wikipedii	b-query i-query o o o
Wikipedia	SearchQuery	prince philip dopasowanie w wikipedii	b-query i-query o o o
Wikipedia	SearchQuery	the hunger games dopasowanie w wikipedii	b-query i-query i-query o o o
Wikipedia	SearchQuery	znajdź tom hardy na wiki	o b-query i-query o o
Wikipedia	SearchQuery	znajdź mausoleum at halicarnassus na wiki	o b-query i-query i-query o o
Wikipedia	SearchQuery	znajdź marilyn monroe na wiki	o b-query i-query o o
Wikipedia	SearchQuery	znajdź mercedes-benz stadium na wiki	o b-query i-query o o
Wikipedia	SearchQuery	znajdź leaning tower of pisa na wiki	o b-query i-query i-query i-query o o
Wikipedia	SearchQuery	znajdź palace of westminster na wiki	o b-query i-query i-query o o
Wikipedia	SearchQuery	znajdź once upon a time na wiki	o b-query i-query i-query i-query o o
Wikipedia	SearchQuery	znajdź the art of war na wiki	o b-query i-query i-query i-query o o
Wikipedia	SearchQuery	znajdź pink floyd na wiki	o b-query i-query o o
Wikipedia	SearchQuery	znaleźć iliad na wikipedii	o b-query o o
Wikipedia	SearchQuery	znaleźć lil pump na wikipedii	o b-query i-query o o
Wikipedia	SearchQuery	znaleźć janine lindemulder na wikipedii	o b-query i-query o o
Wikipedia	SearchQuery	znaleźć charlie sheen na wikipedii	o b-query i-query o o
Wikipedia	SearchQuery	znaleźć one direction na wikipedii	o b-query i-query o o
Wikipedia	SearchQuery	znaleźć les misérables na wikipedii	o b-query i-query o o
Wikipedia	SearchQuery	znaleźć epcot na wikipedii	o b-query o o
Wikipedia	SearchQuery	znaleźć sherlock na wikipedii	o b-query o o
Wikipedia	SearchQuery	znaleźć tower of london na wikipedii	o b-query i-query i-query o o
Wikipedia	SearchQuery	znaleźć konark sun temple na wikipedii	o b-query i-query i-query o o
Wikipedia	SearchQuery	szukaj brave new world na wiki	o b-query i-query i-query o o
Wikipedia	SearchQuery	szukaj jennifer lopez na wiki	o b-query i-query o o
Wikipedia	SearchQuery	szukaj lil wayne na wiki	o b-query i-query o o
Wikipedia	SearchQuery	szukaj amy fisher na wiki	o b-query i-query o o
Wikipedia	SearchQuery	szukaj juventus f.c. na wiki	o b-query i-query o o
Wikipedia	SearchQuery	szukaj pride and prejudice na wiki	o b-query i-query i-query o o
Wikipedia	SearchQuery	szukaj elizabeth ii na wiki	o b-query i-query o o
Wikipedia	SearchQuery	szukaj two and a half men na wiki	o b-query i-query i-query i-query i-query o o
Wikipedia	SearchQuery	szukaj alcatraz federal penitentiary na wiki	o b-query i-query i-query o o
Wikipedia	SearchQuery	szukaj billie eilish na wiki	o b-query i-query o o
Wikipedia	SearchQuery	szukaj cristiano ronaldo na wikipedii	o b-query i-query o o
Wikipedia	SearchQuery	szukaj muhammad na wikipedii	o b-query o o
Wikipedia	SearchQuery	szukaj jennifer aniston na wikipedii	o b-query i-query o o
Wikipedia	SearchQuery	szukaj green day na wikipedii	o b-query i-query o o
Wikipedia	SearchQuery	szukaj neuschwanstein castle na wikipedii	o b-query i-query o o
Wikipedia	SearchQuery	szukaj barack obama na wikipedii	o b-query i-query o o
Wikipedia	SearchQuery	szukaj taj mahal na wikipedii	o b-query i-query o o
Wikipedia	SearchQuery	szukaj angkor wat na wikipedii	o b-query i-query o o
Wikipedia	SearchQuery	szukaj james deen na wikipedii	o b-query i-query o o
Wikipedia	SearchQuery	szukaj the dark side of the moon na wikipedii	o b-query i-query i-query i-query i-query i-query o o
Wikipedia	GoToElementNumber	przejdź do pierwszego elementu z treści	o o o o o o
Wikipedia	GoToElementNumber	przejdź do pierwszego elementu w treści	o o o o o o
Wikipedia	GoToElementNumber	przejdź do pierwszego elementu z treści	o o o o o o
Wikipedia	GoToElementNumber	przejdź do pierwszego elementu w treści	o o o o o o
Wikipedia	GoToElementNumber	przejdź do drugiego elementu z treści	o o o o o o
Wikipedia	GoToElementNumber	przejdź do drugiego elementu w treści	o o o o o o
Wikipedia	GoToElementNumber	przejdź do drugiego elementu w treści	o o o o o o
Wikipedia	GoToElementNumber	przejdź do czwartego elementu z treści	o o o o o o
Wikipedia	GoToElementNumber	przejdź do czwartego elementu w treści	o o o o o o
Wikipedia	GoToElementNumber	przejdź do czwartej pozycji z treści	o o o o o o
Wikipedia	GoToElementNumber	przejdź do czwartej pozycji w treści	o o o o o o
Wikipedia	GoToElementNumber	przejdź do piątego elementu z treści	o o o o o o
Wikipedia	GoToElementNumber	przejdź do piątego elementu w treści	o o o o o o
